,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
369,maceio,-9.6658,-35.7353,21.69,100,100,4.12,BR,1662795508
370,pangnirtung,66.1451,-65.7125,8.63,90,100,2.16,CA,1662795508
371,ayabaca,-4.6398,-79.7149,8.21,70,100,2.52,PE,1662795509
372,niquero,20.0431,-77.5828,26.45,80,12,2.46,CU,1662795510
373,havoysund,70.9963,24.6622,8.13,83,100,11.41,NO,1662795511
374,fortuna,40.5982,-124.1573,13.14,94,0,1.54,US,1662795511
375,batagay-alyta,67.8006,130.4114,7.86,41,99,5.79,RU,1662795512
376,ormara,25.2088,64.6357,30.05,68,13,5.13,PK,1662795512
377,avenal,36.0041,-120.129,31.87,42,100,6.06,US,1662795513
378,hirara,24.8,125.2833,29.15,84,75,8.23,JP,1662795324
379,isangel,-19.55,169.2667,24.01,85,36,3.01,VU,1662795514
380,khash,28.2211,61.2158,33.29,9,0,1.35,IR,1662795515
381,alice springs,-23.7,133.8833,18.75,37,100,4.63,AU,1662795468
382,cuenca,-2.8833,-78.9833,12.07,87,100,0,EC,1662795516
383,vaitape,-16.5167,-151.75,25.74,74,4,9.73,PF,1662795517
384,sandusky,41.3501,-83.1332,22.13,72,61,2.96,US,1662795518
385,daru,-9.0763,143.2092,26.66,83,80,4.57,PG,1662795520
386,qaqortoq,60.7167,-46.0333,6.83,73,100,1.38,GL,1662795520
387,kavaratti,10.5669,72.642,26.89,84,100,9.26,IN,1662795521
388,saint anthony,45.0205,-93.218,15.96,95,40,1.54,US,1662795522
389,ankazobe,-18.3167,47.1167,21.88,32,5,3.72,MG,1662795522
390,kushmurun,52.4503,64.6311,18.83,28,100,4.9,KZ,1662795523
391,salym,60.0625,71.4789,7.62,78,100,1.06,RU,1662795523
392,altamont,42.2068,-121.7372,18.91,14,0,4.63,US,1662795268
393,gumdag,39.2061,54.5906,28.41,28,0,2.66,TM,1662795525
394,moranbah,-22.0016,148.0466,23.12,27,3,2.97,AU,1662795483
395,olinda,-8.0089,-34.8553,21.85,88,75,1.03,BR,1662795526
396,coihaique,-45.5752,-72.0662,7.34,98,100,3.22,CL,1662795527
397,bull savanna,17.8868,-77.5902,24.97,88,5,3.55,JM,1662795527
398,sorland,67.667,12.6934,9.92,80,100,5.65,NO,1662795528
399,satipo,-11.2522,-74.6386,20.84,73,4,0.97,PE,1662795528
400,leningradskiy,69.3833,178.4167,3.85,79,54,4.39,RU,1662795530
401,san patricio,28.017,-97.5169,28.8,74,70,2.26,US,1662795531
402,avera,33.194,-82.5271,21.03,97,100,3.76,US,1662795532
403,mogwase,-25.185,27.2665,25.3,22,0,3.25,ZA,1662795532
404,mandurah,-32.55,115.7,18.28,70,98,5.74,AU,1662795482
405,lata,40.1629,-8.3327,17.82,65,2,0.82,PT,1662795534
406,amla,21.9333,78.1167,29.07,66,94,3.2,IN,1662795535
407,walvis bay,-22.9575,14.5053,10.53,93,100,2.06,NA,1662795535
408,oksfjord,70.2396,22.3479,10.04,92,100,3.62,NO,1662795536
409,chipinge,-20.1883,32.6236,25.69,16,0,1.08,ZW,1662795537
410,sioux lookout,50.1001,-91.917,8.04,100,75,0,CA,1662795538
411,durusu,41.3053,28.6767,24.35,81,0,2.68,TR,1662795538
412,roald,62.5833,6.1333,14.53,82,20,4.12,NO,1662795539
413,mazyr,52.0495,29.2456,10.78,64,100,7.16,BY,1662795539
414,westport,41.1415,-73.3579,18.9,86,0,0.89,US,1662795540
415,manavadar,21.5,70.1333,34.36,53,100,1.84,IN,1662795541
416,kilinochchi,9.3961,80.3982,31.18,60,100,8.43,LK,1662795542
417,shieli,44.1667,66.75,28.16,15,65,4.95,KZ,1662795542
418,chapadinha,-3.7417,-43.3603,20.93,99,45,1.3,BR,1662795543
419,celestun,20.8667,-90.4,25.03,91,75,2.89,MX,1662795544
420,ayagoz,47.9714,80.4392,21.98,11,3,2.33,KZ,1662795544
421,aasiaat,68.7098,-52.8699,3.58,93,100,1.47,GL,1662795545
422,yerbogachen,61.2767,108.0108,7.13,77,100,3.26,RU,1662795547
423,takoradi,4.8845,-1.7554,24.75,83,100,4.46,GH,1662795548
424,cedral,23.8,-100.7333,18.39,77,100,4.02,MX,1662795549
425,chara,56.9064,118.2631,11.18,61,55,2.02,RU,1662795549
426,woodward,36.4337,-99.3904,22.57,62,100,3.6,US,1662795550
427,wanning,18.8003,110.3967,29.62,65,35,3.87,CN,1662795488
428,mayo,38.8876,-76.5119,19.97,94,26,2.12,US,1662795551
429,ulcinj,41.9294,19.2244,22.77,80,41,4.85,ME,1662795551
430,naryan-mar,67.6713,53.087,8.75,76,100,4.12,RU,1662795552
431,angoram,-4.0625,144.0661,26.42,87,63,1.88,PG,1662795553
432,impfondo,1.6381,18.0667,27.07,68,94,1.49,CG,1662795553
433,shetpe,44.1667,52.1167,19.08,30,17,9.37,KZ,1662795554
434,puksoozero,62.5903,40.6066,10.29,59,100,3.25,RU,1662795555
435,mehamn,71.0357,27.8492,8.95,87,100,9.26,NO,1662795555
436,olutanga,7.3106,122.8464,28.48,69,100,2.64,PH,1662795556
437,baykit,61.67,96.37,5.53,97,100,1.52,RU,1662795557
438,haines junction,60.7522,-137.5108,5.97,65,100,1.03,CA,1662795557
439,visby,57.6409,18.296,13.36,94,75,4.63,SE,1662795546
440,rio gallegos,-51.6226,-69.2181,6.03,65,20,4.63,AR,1662795559
441,sola,-13.8833,167.55,26.98,77,96,8.88,VU,1662795559
442,wembley,-31.9333,115.8,22.11,52,0,5.66,AU,1662795560
443,necochea,-38.5473,-58.7368,3.26,86,5,3.85,AR,1662795561
444,sisimiut,66.9395,-53.6735,6.71,82,100,1.86,GL,1662795422
445,biak,-0.9131,122.8766,26.68,74,100,2.09,ID,1662795563
446,nantucket,41.2835,-70.0995,18.03,94,0,2.57,US,1662795563
447,rongcheng,30.634,117.8517,28.97,46,81,3.14,CN,1662795564
448,pochutla,15.7432,-96.4661,23.79,89,100,1.28,MX,1662795564
449,khani,41.9563,42.9566,19.76,29,5,2.43,GE,1662795565
450,mount isa,-20.7333,139.5,30.87,14,0,3.6,AU,1662795566
451,mantua,45.1667,10.7833,22.83,78,8,0.89,IT,1662795566
452,jiaojiang,28.6803,121.4428,27.01,61,2,5.09,CN,1662795567
453,zhanakorgan,43.9098,67.2495,28.84,15,26,5.36,KZ,1662795568
454,tecoanapa,16.5167,-98.75,24.64,89,100,2.55,MX,1662795568
455,dakoro,14.5106,6.765,26.82,63,94,2.44,NE,1662795569
456,manerbio,45.3558,10.1352,22.15,78,20,2.06,IT,1662795570
457,tilichiki,60.4667,166.1,8.88,96,100,2.92,RU,1662795570
458,padang,-0.9492,100.3543,30.03,64,100,1.93,ID,1662794772
459,labuhan,-6.8844,112.2051,28.97,65,100,4.83,ID,1662795571
460,egvekinot,66.3167,-179.1667,2.12,81,0,0.22,RU,1662795572
461,salta,-24.7859,-65.4117,5.32,51,0,2.57,AR,1662795572
462,wagrowiec,52.8084,17.1996,15.04,93,100,2.72,PL,1662795573
463,kerchevskiy,59.946,56.2884,6.9,91,100,2.23,RU,1662795574
464,bonavista,48.6499,-53.1147,13.73,86,100,6.07,CA,1662795574
465,livingstone,-17.8419,25.8543,25.66,19,0,2.85,ZM,1662795575
466,atar,20.5169,-13.0499,32.65,30,8,4.33,MR,1662795576
467,sept-iles,50.2001,-66.3821,14.29,98,100,1.54,CA,1662795576
468,wichian buri,15.6578,101.106,30.24,74,97,3.05,TH,1662795577
469,moron,-34.6534,-58.6198,6.86,74,0,1.96,AR,1662795564
470,kachug,53.9606,105.8817,15.83,40,46,1.49,RU,1662795578
471,kununurra,-15.7667,128.7333,36.99,25,19,3.6,AU,1662795579
472,college,64.8569,-147.8028,7.11,88,40,2.06,US,1662795579
473,kosa,59.9445,54.9977,7.52,85,100,2.6,RU,1662795580
474,lazaro cardenas,17.9583,-102.2,26.09,86,100,2.39,MX,1662795581
475,omboue,-1.5746,9.2618,24.95,79,99,3.62,GA,1662795581
476,nabire,-3.3667,135.4833,27.12,84,100,1.7,ID,1662795309
477,faya,18.3851,42.4509,26.29,19,75,6.03,SA,1662795582
478,mount gambier,-37.8333,140.7667,9.99,77,99,3.27,AU,1662795583
479,magan,39.9683,-3.931,24.62,35,39,0.46,ES,1662795584
480,tokmak,47.2514,35.7058,16.84,47,100,6.91,UA,1662795584
481,svetlyy,54.675,20.1347,13.31,85,100,4.29,RU,1662795585
482,itupiranga,-5.1347,-49.3267,25.18,55,30,1.76,BR,1662795585
483,ofunato,39.0717,141.7167,22.22,82,0,5.2,JP,1662795586
484,makow mazowiecki,52.8649,21.1005,12.55,82,100,3.51,PL,1662795587
485,kaputa,-8.4689,29.6619,26.25,37,59,2.28,ZM,1662795588
486,vestmannaeyjar,63.4427,-20.2734,11.01,96,100,2.62,IS,1662795588
487,arroio do meio,-29.4011,-51.945,10.18,94,100,2.3,BR,1662795589
488,kudahuvadhoo,2.6708,72.8944,27.76,74,69,5.56,MV,1662795590
489,axim,4.8699,-2.2405,24.96,82,95,4.77,GH,1662795590
490,carauari,-4.8828,-66.8958,22.08,97,100,0.47,BR,1662795591
491,matagami,49.7502,-77.6328,18.06,77,0,3.6,CA,1662795592
492,dimbokro,6.6451,-4.7048,23.86,92,95,2.42,CI,1662795593
493,taksimo,56.3444,114.8794,12.96,52,91,1.22,RU,1662795593
494,sistranda,63.7256,8.834,10.98,69,44,3.41,NO,1662795594
495,kiunga,-6.1219,141.2906,25.41,96,97,0.9,PG,1662795595
496,hami,42.8,93.45,36.11,7,11,1.57,CN,1662795595
497,lincoln,40.8,-96.667,16.95,81,100,6.17,US,1662795427
498,preston,53.7667,-2.7167,16.77,78,92,3.66,GB,1662795525
499,ukiah,39.1502,-123.2078,25.91,46,0,0,US,1662795597
500,kalashnikovo,57.2824,35.2262,12.19,49,7,2.04,RU,1662795597
501,dwarka,22.2394,68.9678,32.04,66,61,3.55,IN,1662795598
502,tabou,4.423,-7.3528,25.03,83,88,4.06,CI,1662795599
503,tomatlan,19.9333,-105.25,23.56,93,89,1.05,MX,1662795600
504,nouadhibou,20.931,-17.0347,21.99,88,99,6.69,MR,1662795600
505,saint-tite,46.7334,-72.5658,17.13,90,0,0.4,CA,1662795601
506,general roca,-39.0333,-67.5833,8.6,29,0,2.41,AR,1662795602
507,coruripe,-10.1256,-36.1756,21.79,89,39,3.64,BR,1662795603
508,haskovo,41.9403,25.5694,25.19,65,17,1.05,BG,1662795558
509,sitka,57.0531,-135.33,10.94,87,40,2.57,US,1662795606
510,bubaque,11.2833,-15.8333,26.63,82,75,3.97,GW,1662795607
511,santa cruz de la palma,28.6835,-17.7642,23.08,83,75,4.12,ES,1662795608
512,kloulklubed,7.0419,134.2556,29.28,65,100,1.86,PW,1662795610
513,haapiti,-17.5667,-149.8667,23.85,72,1,10.14,PF,1662795611
514,tazovskiy,67.4667,78.7,3.8,97,100,5.43,RU,1662795612
515,lasa,46.6166,10.7002,12.61,75,59,1.1,IT,1662795613
516,ovalle,-30.5983,-71.2003,10.28,70,0,0.68,CL,1662795614
517,storforshei,66.4043,14.5233,7.88,81,20,1.54,NO,1662795614
518,ojinaga,29.5667,-104.4167,25.53,53,0,4.12,MX,1662795615
519,mackay,-21.15,149.2,21.24,61,0,1.67,AU,1662795616
520,bontang,0.1333,117.5,28.26,63,96,1.99,ID,1662795617
521,pringsewu,-5.3582,104.9744,27.2,75,100,1.45,ID,1662795484
522,prosvet,55.5703,65.0825,14.74,47,100,1.9,RU,1662795618
523,namibe,-15.1961,12.1522,20.35,83,100,0,AO,1662795619
524,harwich,51.9419,1.2844,16.95,89,99,3.58,GB,1662795620
525,churapcha,62.0025,132.4325,6.77,59,92,6.55,RU,1662795621
526,mandiana,10.6333,-8.6833,21,97,100,2.72,GN,1662795622
527,revelstoke,50.9832,-118.2023,10.01,76,0,0,CA,1662795622
528,pekin,39.9075,116.3972,30.94,32,4,3.37,CN,1662795623
529,la palma,33.8464,-118.0467,24.39,94,100,2.57,US,1662795624
530,brooks,50.5834,-111.8851,5.58,85,7,0.51,CA,1662795624
531,akdepe,42.0551,59.3788,25.05,25,1,9.49,TM,1662795625
532,constitucion,-35.3333,-72.4167,6.72,82,0,2.96,CL,1662795626
533,saint simons,31.1352,-81.3901,26.02,92,20,2.06,US,1662795627
534,leczna,51.3012,22.8814,12.17,100,100,4.12,PL,1662795601
535,matsuura,33.3271,129.721,30.37,84,81,5.51,JP,1662795629
536,camacha,33.0833,-16.3333,20.68,94,20,1.03,PT,1662795630
537,sinnamary,5.3833,-52.95,24.5,88,21,3.78,GF,1662795631
538,kalmunai,7.4167,81.8167,31.12,57,33,3.81,LK,1662795059
539,lompoc,34.6391,-120.4579,25.43,80,0,0.45,US,1662795632
540,kathu,7.9178,98.3332,30.9,70,100,4.63,TH,1662795634
541,jalpaiguri,26.5167,88.7333,34.49,48,8,4.2,IN,1662795635
542,lappersdorf,49.0569,12.09,13.67,91,100,0.45,DE,1662795637
543,tongliao,43.6125,122.2653,27.18,52,100,4.56,CN,1662795561
544,novoorsk,51.381,58.9813,11.36,81,100,6.96,RU,1662795638
545,kargil,34.5667,76.1,19.72,28,31,1.54,IN,1662795639
546,te anau,-45.4167,167.7167,4.97,94,16,0.27,NZ,1662795640
547,tarime,-1.35,34.3667,24.39,51,89,2.03,TZ,1662795640
548,braco do norte,-28.275,-49.1656,13.4,94,100,1.6,BR,1662795641
549,maldonado,-34.6667,-54.9167,8.66,70,32,6.77,UY,1662795642
550,kavieng,-2.5744,150.7967,27.79,77,90,5.09,PG,1662795643
551,cabedelo,-6.9811,-34.8339,21.37,81,7,4.59,BR,1662795643
552,antofagasta,-23.65,-70.4,13.6,86,56,2.25,CL,1662795644
553,port antonio,18.18,-76.4612,27.95,85,4,3.18,JM,1662795644
554,mentougou,39.9392,116.0917,30.52,33,6,2.96,CN,1662795645
555,zhigansk,66.7697,123.3711,3.7,91,100,8.85,RU,1662795646
556,ustka,54.5805,16.8619,14.25,80,100,5.29,PL,1662795611
557,bantogon,6.5333,124.0333,28.03,74,34,2.19,PH,1662795647
558,itoman,26.1247,127.6694,30.43,77,75,7.2,JP,1662795374
559,erzin,36.9559,36.2,31.73,34,0,2.58,TR,1662795648
560,manzanillo,20.3433,-77.1167,24.82,85,16,0.68,CU,1662795649
561,prado,-17.3411,-39.2208,18.68,83,0,2.52,BR,1662795650
562,ligayan,4.6533,119.4706,28.23,70,64,2.83,PH,1662795650
563,san cristobal,7.7669,-72.225,17.78,91,94,1.3,VE,1662795651
564,presidencia roque saenz pena,-26.7852,-60.4388,6.98,57,60,2.54,AR,1662795652
565,djougou,9.7085,1.666,23.49,87,60,1.82,BJ,1662795652
566,bathsheba,13.2167,-59.5167,27.34,83,75,3.09,BB,1662795654
567,zigong,29.3416,104.7769,28.55,56,78,3.21,CN,1662795654
568,lebanon,36.2081,-86.2911,23.03,88,75,0,US,1662795655
569,khorixas,-20.3667,14.9667,30.6,9,0,4.4,NA,1662795655
570,ylivieska,64.0833,24.55,12.4,61,65,3.18,FI,1662795656
571,kiboga,0.9161,31.7742,23.78,65,83,1.78,UG,1662795657
572,marsa matruh,31.3525,27.2453,27.11,61,20,3.09,EG,1662795658
573,nanaimo,49.1663,-123.936,17.69,61,0,2.06,CA,1662795658
574,gbarnga,6.9956,-9.4722,22.17,98,90,1.38,LR,1662795659
575,cartagena del chaira,1.3349,-74.8429,21.29,99,100,0.33,CO,1662795660
576,udachnyy,66.4167,112.4,5.25,60,100,9.47,RU,1662795661
577,turukhansk,65.8167,87.9833,6.41,58,100,1.83,RU,1662795661
578,iseyin,7.9667,3.6,22.84,91,94,2.32,NG,1662795662
579,tautira,-17.7333,-149.15,25.41,73,22,10.13,PF,1662795663
